timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1417910400,-60.73616792,0,0,0,-6.516035711,2.35E-12,-47.5,-6.720132205
1417914000,-82.3915594,0,0,0,17.15444789,-48.05,-45.88147675,-5.614530536
1417917600,-139.5595066,0,0,0,-10.6971822,-83.2250413,-41.13620668,-4.501076439
1417921200,-129.0774832,0,0,0,3.99141612,-96.1,-33.58757211,-3.381327178
1417924800,-99.08711921,0,0,0,10.14477092,-83.2250413,-23.75,-2.256848826
1417928400,-56.18377387,0,0,0,5.289344836,-48.05,-12.29390464,-1.129214067
1417932000,-3.371562682,0,0,0,-3.371562682,-6.59E-13,-1.63E-13,-1.48E-14
1417935600,59.47871531,0,0,0,-1.994403404,48.05,12.29390464,1.129214067
1417939200,93.01561814,0,0,0,-16.21627199,83.2250413,23.75,2.256848826
1417942800,150.696595,0,0,0,17.62769572,96.1,33.58757211,3.381327178
1417946400,135.91208,0,0,0,7.049755539,83.2250413,41.13620668,4.501076439
1417950000,99.31349911,0,0,0,-0.232508176,48.05,45.88147675,5.614530536
1417953600,47.63181735,0,0,0,-6.588314858,1.70E-12,47.5,6.720132205
1417957200,-8.218907108,0,0,0,-13.86671902,-48.05,45.88147675,7.816335162
1417960800,-52.55277539,0,0,0,-19.36554704,-83.2250413,41.13620668,8.901606267
1417964400,-53.41110824,0,0,0,-0.873108021,-96.1,33.58757211,9.974427671
1417968000,-60.57795617,0,0,0,-12.1362138,-83.2250413,23.75,11.03329894
1417971600,-22.20893565,0,0,0,1.470420568,-48.05,12.29390464,12.07673913
1417975200,33.45708318,0,0,0,20.35379426,-2.73E-12,6.75E-13,13.10328892
1417978800,47.42278456,0,0,0,-2.444823369,48.05,-12.29390464,14.11151257
1417982400,86.11243807,0,0,0,11.53739677,83.2250413,-23.75,15.1
1417986000,69.01106837,0,0,0,-9.56872823,96.1,-33.58757211,16.06736871
1417989600,52.84060577,0,0,0,-6.260494612,83.2250413,-41.13620668,17.01226575
1417993200,4.108639859,0,0,0,-15.993253,48.05,-45.88147675,17.9333696
1417996800,-31.24939291,0,0,0,-2.578784926,-1.70E-12,-47.5,18.82939202
1418000400,-61.16255855,0,0,0,13.06983838,-48.05,-45.88147675,19.69907982
1418004000,-103.1429271,0,0,0,0.677104209,-83.2250413,-41.13620668,20.54121668
1418007600,-128.7433422,0,0,0,-20.41039486,-96.1,-33.58757211,21.35462479
1418011200,-94.27700532,0,0,0,-9.440130542,-83.2250413,-23.75,22.13816653
1418014800,-31.7772149,0,0,0,5.675943699,-48.05,-12.29390464,22.89074604
1418018400,15.28367213,0,0,0,-8.327638636,6.60E-13,1.63E-13,23.61131077
1418022000,75.08554349,0,0,0,-9.557214098,48.05,12.29390464,24.29885295
1418025600,116.7812433,0,0,0,-15.14620895,83.2250413,23.75,24.95241098
1418029200,160.1499986,0,0,0,4.891355639,96.1,33.58757211,25.57107082
1418032800,152.2847499,0,0,0,1.769534734,83.2250413,41.13620668,26.15396719
1418036400,119.0130549,0,0,0,-1.618706771,48.05,45.88147675,26.70028488
1418040000,57.19007807,0,0,0,-17.51918174,3.76E-13,47.5,27.20925981
1418043600,26.49298251,0,0,0,0.981325639,-48.05,45.88147675,27.68018013
1418047200,-13.31891208,0,0,0,0.657535333,-83.2250413,41.13620668,28.11238721
1418050800,-16.34262285,0,0,0,17.66452847,-96.1,33.58757211,28.50527658
1418054400,-48.74680372,0,0,0,-18.13006115,-83.2250413,23.75,28.85829873
1418058000,0.811192252,0,0,0,7.396327656,-48.05,12.29390464,29.17095995
1418061600,38.68210136,0,0,0,9.239278409,-1.41E-12,3.49E-13,29.44282295
1418065200,55.00524949,0,0,0,-10.42435336,48.05,-12.29390464,29.67350749
1418068800,83.77820518,0,0,0,-5.559527078,83.2250413,-23.75,29.86269095
1418072400,87.5779324,0,0,0,-4.944604234,96.1,-33.58757211,30.01010874
1418076000,106.3145701,0,0,0,34.11018079,83.2250413,-41.13620668,30.11555467
1418079600,38.99227084,0,0,0,6.644866306,48.05,-45.88147675,30.17888128
1418083200,-33.80080189,0,0,0,-16.50080189,-2.83E-13,-47.5,30.2
1418086800,-52.95525298,0,0,0,10.79734249,-48.05,-45.88147675,30.17888128
1418090400,-109.4630501,0,0,0,-15.21735674,-83.2250413,-41.13620668,30.11555467
1418094000,-98.5290481,0,0,0,1.148415266,-96.1,-33.58757211,30.01010874
1418097600,-89.87883815,0,0,0,-12.76648779,-83.2250413,-23.75,29.86269095
1418101200,-28.71867623,0,0,0,1.951720924,-48.05,-12.29390464,29.67350749
1418104800,46.7866309,0,0,0,17.34380795,-7.53E-13,-1.86E-13,29.44282295
1418108400,104.8692828,0,0,0,15.35441817,48.05,12.29390464,29.17095995
1418112000,123.5089005,0,0,0,-12.32443952,83.2250413,23.75,28.85829873
1418115600,145.7510986,0,0,0,-12.44175004,96.1,33.58757211,28.50527658
1418119200,156.849548,0,0,0,4.375912838,83.2250413,41.13620668,28.11238721
1418122800,110.544352,0,0,0,-11.06730484,48.05,45.88147675,27.68018013
1418126400,98.24198105,0,0,0,23.53272124,1.79E-12,47.5,27.20925981
1418130000,27.69424034,0,0,0,3.16247871,-48.05,45.88147675,26.70028488
1418133600,-36.66924464,0,0,0,-20.73437721,-83.2250413,41.13620668,26.15396719
1418137200,-31.51700693,0,0,0,5.42435015,-96.1,33.58757211,25.57107082
1418140800,-46.7008139,0,0,0,-12.17818358,-83.2250413,23.75,24.95241098
1418144400,-10.40269628,0,0,0,1.054546127,-48.05,12.29390464,24.29885295
1418148000,25.40117749,0,0,0,1.78986672,-9.39E-14,2.32E-14,23.61131077
1418151600,85.11975004,0,0,0,26.47290864,48.05,-12.29390464,22.89074604
1418155200,58.96752021,0,0,0,-22.64568763,83.2250413,-23.75,22.13816653
1418158800,96.35664063,0,0,0,12.48958794,96.1,-33.58757211,21.35462479
1418162400,48.70504265,0,0,0,-13.92500866,83.2250413,-41.13620668,20.54121668
1418166000,25.52860761,0,0,0,3.661004538,48.05,-45.88147675,19.69907982
1418169600,-44.82758734,0,0,0,-16.15697936,1.13E-12,-47.5,18.82939202
1418173200,-79.89584748,0,0,0,-3.897740331,-48.05,-45.88147675,17.9333696
1418176800,-108.7820577,0,0,0,-1.433075426,-83.2250413,-41.13620668,17.01226575
1418180400,-117.6965693,0,0,0,-4.076365909,-96.1,-33.58757211,16.06736871
1418184000,-74.57278542,0,0,0,17.30225588,-83.2250413,-23.75,15.1
1418187600,-68.31406945,0,0,0,-22.08167738,-48.05,-12.29390464,14.11151257
1418191200,-10.40230498,0,0,0,-23.5055939,-2.17E-12,-5.35E-13,13.10328892
1418194800,68.64948221,0,0,0,-3.771161566,48.05,12.29390464,12.07673913
1418198400,147.9670702,0,0,0,29.95872996,83.2250413,23.75,11.03329894
1418202000,128.1689766,0,0,0,-11.49302321,96.1,33.58757211,9.974427671
1418205600,141.2173491,0,0,0,7.954494851,83.2250413,41.13620668,8.901606267
1418209200,121.7798744,0,0,0,20.03206248,48.05,45.88147675,7.816335162
1418212800,53.49514615,0,0,0,-0.724986053,3.20E-12,47.5,6.720132205
1418216400,7.1981907,0,0,0,3.752183415,-48.05,45.88147675,5.614530536
1418220000,-43.25219962,0,0,0,-5.664441439,-83.2250413,41.13620668,4.501076439
1418223600,-65.20241055,0,0,0,-6.071309839,-96.1,33.58757211,3.381327178
1418227200,-43.71372907,0,0,0,13.5044634,-83.2250413,23.75,2.256848826
1418230800,-38.11680447,0,0,0,-3.489923177,-48.05,12.29390464,1.129214067
1418234400,10.10450935,0,0,0,10.10450935,1.22E-12,-3.03E-13,1.85E-14
1418238000,21.91237442,0,0,0,-12.71450687,48.05,-12.29390464,-1.129214067
1418241600,65.68688414,0,0,0,8.468691666,83.2250413,-23.75,-2.256848826
1418245200,64.90120206,0,0,0,5.770101349,96.1,-33.58757211,-3.381327178
1418248800,26.18794434,0,0,0,-11.39981384,83.2250413,-41.13620668,-4.501076439
1418252400,14.38853815,0,0,0,17.83454544,48.05,-45.88147675,-5.614530536
1418256000,-21.12610456,0,0,0,33.09402765,-1.89E-13,-47.5,-6.720132205
1418259600,-79.11672159,0,0,0,22.63109032,-48.05,-45.88147675,-7.816335162
1418263200,-137.034348,0,0,0,-3.771493793,-83.2250413,-41.13620668,-8.901606267
1418266800,-139.4103692,0,0,0,0.251630573,-96.1,-33.58757211,-9.974427671
1418270400,-123.5793068,0,0,0,-5.570966543,-83.2250413,-23.75,-11.03329894
1418274000,-55.6975631,0,0,0,16.72308067,-48.05,-12.29390464,-12.07673913
1418277600,-8.15870487,0,0,0,4.944584052,-8.47E-13,-2.09E-13,-13.10328892
1418281200,37.44204523,0,0,0,-8.790346835,48.05,12.29390464,-14.11151257
1418284800,84.25883564,0,0,0,-7.616205663,83.2250413,23.75,-15.1
1418288400,112.0369933,0,0,0,-1.583210124,96.1,33.58757211,-16.06736871
1418292000,113.4309234,0,0,0,6.081941198,83.2250413,41.13620668,-17.01226575
1418295600,75.84156731,0,0,0,-0.156539836,48.05,45.88147675,-17.9333696
1418299200,22.11855224,0,0,0,-6.552055748,-8.48E-13,47.5,-18.82939202
1418302800,-11.24769316,0,0,0,10.61990991,-48.05,45.88147675,-19.69907982
1418306400,-81.78326834,0,0,0,-19.15321704,-83.2250413,41.13620668,-20.54121668
1418310000,-106.2572029,0,0,0,-22.39015022,-96.1,33.58757211,-21.35462479
1418313600,-84.02765454,0,0,0,-2.414446709,-83.2250413,23.75,-22.13816653
1418317200,-64.43743607,0,0,0,-5.79059467,-48.05,12.29390464,-22.89074604
1418320800,-16.47803991,0,0,0,7.13327086,-1.88E-13,4.65E-14,-23.61131077
1418324400,18.67300036,0,0,0,7.215757952,48.05,-12.29390464,-24.29885295
1418328000,37.0019122,0,0,0,2.479281882,83.2250413,-23.75,-24.95241098
1418331600,18.59158652,0,0,0,-18.34977056,96.1,-33.58757211,-25.57107082
1418335200,7.384510456,0,0,0,-8.550356974,83.2250413,-41.13620668,-26.15396719
1418338800,9.27990628,0,0,0,33.81166791,48.05,-45.88147675,-26.70028488
1418342400,-67.64456613,0,0,0,7.064693684,1.22E-12,-47.5,-27.20925981
1418346000,-132.9458006,0,0,0,-11.33414372,-48.05,-45.88147675,-27.68018013
1418349600,-157.3917279,0,0,0,-4.918092745,-83.2250413,-41.13620668,-28.11238721
1418353200,-139.8367669,0,0,0,18.35608179,-96.1,-33.58757211,-28.50527658
1418356800,-152.993582,0,0,0,-17.16024192,-83.2250413,-23.75,-28.85829873
1418360400,-83.3774563,0,0,0,6.137408293,-48.05,-12.29390464,-29.17095995
1418364000,-25.23453107,0,0,0,4.208291879,-2.26E-12,-5.59E-13,-29.44282295
1418367600,28.4365148,0,0,0,-2.233882355,48.05,12.29390464,-29.67350749
1418371200,53.90714242,0,0,0,-23.20520793,83.2250413,23.75,-29.86269095
1418374800,93.1215787,0,0,0,-6.555884666,96.1,33.58757211,-30.01010874
1418378400,109.5685015,0,0,0,15.3228082,83.2250413,41.13620668,-30.11555467
1418382000,57.70141002,0,0,0,-6.051185447,48.05,45.88147675,-30.17888128
1418385600,5.615528775,0,0,0,-11.68447123,5.65E-13,47.5,-30.2
1418389200,-31.66867961,0,0,0,0.678724924,-48.05,45.88147675,-30.17888128
1418392800,-72.07586912,0,0,0,0.128520176,-83.2250413,41.13620668,-30.11555467
1418396400,-90.01958588,0,0,0,2.502950754,-96.1,33.58757211,-30.01010874
1418400000,-72.89243362,0,0,0,16.44529864,-83.2250413,23.75,-29.86269095
1418403600,-53.50080479,0,0,0,11.92879806,-48.05,12.29390464,-29.67350749
1418407200,-20.57830663,0,0,0,8.864516317,-1.60E-12,3.96E-13,-29.44282295
1418410800,-0.389296676,0,0,0,-6.97443208,48.05,-12.29390464,-29.17095995
1418414400,42.41827574,0,0,0,11.80153317,83.2250413,-23.75,-28.85829873
1418418000,30.44196541,0,0,0,-3.565185907,96.1,-33.58757211,-28.50527658
1418421600,8.286827148,0,0,0,-5.689620267,83.2250413,-41.13620668,-28.11238721
1418425200,-5.546714774,0,0,0,19.9649421,48.05,-45.88147675,-27.68018013
1418428800,-68.73943989,0,0,0,5.969819921,2.64E-12,-47.5,-27.20925981
1418432400,-90.45507224,0,0,0,30.17668939,-48.05,-45.88147675,-26.70028488
1418436000,-168.2161634,0,0,0,-17.70094824,-83.2250413,-41.13620668,-26.15396719
1418439600,-133.2684082,0,0,0,21.99023474,-96.1,-33.58757211,-25.57107082
1418443200,-114.6058979,0,0,0,17.32155434,-83.2250413,-23.75,-24.95241098
1418446800,-65.98215206,0,0,0,18.66060553,-48.05,-12.29390464,-24.29885295
1418450400,-27.37886261,0,0,0,-3.767551843,-3.67E-12,-9.08E-13,-23.61131077
1418454000,40.12787574,0,0,0,2.674717141,48.05,12.29390464,-22.89074604
1418457600,75.66725342,0,0,0,-9.169621355,83.2250413,23.75,-22.13816653
1418461200,124.5454882,0,0,0,16.21254093,96.1,33.58757211,-21.35462479
1418464800,94.87206889,0,0,0,-8.947962416,83.2250413,41.13620668,-20.54121668
1418468400,74.40771632,0,0,0,0.175319389,48.05,45.88147675,-19.69907982
1418472000,43.84610371,0,0,0,15.17549572,-7.54E-13,47.5,-18.82939202
1418475600,-0.624669256,0,0,0,19.4772236,-48.05,45.88147675,-17.9333696
1418479200,-37.39128944,0,0,0,21.70981094,-83.2250413,41.13620668,-17.01226575
1418482800,-72.56942784,0,0,0,6.01036876,-96.1,33.58757211,-16.06736871
1418486400,-88.70673797,0,0,0,-14.13169667,-83.2250413,23.75,-15.1
1418490000,-60.68018813,0,0,0,-10.8125802,-48.05,12.29390464,-14.11151257
1418493600,-42.41808546,0,0,0,-29.31479653,-3.01E-12,7.45E-13,-13.10328892
1418497200,31.06814716,0,0,0,7.388790933,48.05,-12.29390464,-12.07673913
1418500800,69.09631324,0,0,0,20.65457087,83.2250413,-23.75,-11.03329894
1418504400,58.09570185,0,0,0,5.557701632,96.1,-33.58757211,-9.974427671
1418508000,72.72975814,0,0,0,39.54252979,83.2250413,-41.13620668,-8.901606267
1418511600,9.854175961,0,0,0,15.50198787,48.05,-45.88147675,-7.816335162
1418515200,-45.15360999,0,0,0,9.066522219,4.05E-12,-47.5,-6.720132205
1418518800,-114.6888602,0,0,0,-15.14285288,-48.05,-45.88147675,-5.614530536
1418522400,-122.4050635,0,0,0,6.457260924,-83.2250413,-41.13620668,-4.501076439
1418526000,-127.9046579,0,0,0,5.16424137,-96.1,-33.58757211,-3.381327178
1418529600,-116.5492065,0,0,0,-7.317316395,-83.2250413,-23.75,-2.256848826
1418533200,-54.80235113,0,0,0,6.670767577,-48.05,-12.29390464,-1.129214067
1418536800,12.51633788,0,0,0,12.51633788,3.77E-13,9.32E-14,-2.22E-14
1418540400,49.46866606,0,0,0,-12.00445265,48.05,12.29390464,1.129214067
1418544000,103.9077863,0,0,0,-5.32410384,83.2250413,23.75,2.256848826
1418547600,132.6557557,0,0,0,-0.413143558,96.1,33.58757211,3.381327178
1418551200,130.0689563,0,0,0,1.206631829,83.2250413,41.13620668,4.501076439
1418554800,104.8450913,0,0,0,5.299083982,48.05,45.88147675,5.614530536
1418558400,73.3414658,0,0,0,19.12133359,6.59E-13,47.5,6.720132205
1418562000,-4.589258213,0,0,0,-10.23707012,-48.05,45.88147675,7.816335162
1418565600,-43.30463807,0,0,0,-10.11740972,-83.2250413,41.13620668,8.901606267
1418569200,-66.39494326,0,0,0,-13.85694304,-96.1,33.58757211,9.974427671
1418572800,-39.15190145,0,0,0,9.289840918,-83.2250413,23.75,11.03329894
1418576400,-16.76902938,0,0,0,6.910326842,-48.05,12.29390464,12.07673913
1418580000,16.97696969,0,0,0,3.873680771,-1.69E-12,4.19E-13,13.10328892
1418583600,62.50361773,0,0,0,12.6360098,48.05,-12.29390464,14.11151257
1418587200,82.29766686,0,0,0,7.722625557,83.2250413,-23.75,15.1
1418590800,46.90425151,0,0,0,-31.67554509,96.1,-33.58757211,16.06736871
1418594400,42.805947,0,0,0,-16.29515338,83.2250413,-41.13620668,17.01226575
1418598000,37.67387357,0,0,0,17.57198071,48.05,-45.88147675,17.9333696
1418601600,-23.05071486,0,0,0,5.619893122,2.73E-12,-47.5,18.82939202
1418605200,-86.33438931,0,0,0,-12.10199238,-48.05,-45.88147675,19.69907982
1418608800,-115.2134224,0,0,0,-11.39339113,-83.2250413,-41.13620668,20.54121668
1418612400,-107.0179522,0,0,0,1.314995163,-96.1,-33.58757211,21.35462479
1418616000,-76.82632535,0,0,0,8.010549429,-83.2250413,-23.75,22.13816653
1418619600,-40.76271433,0,0,0,-3.309555722,-48.05,-12.29390464,22.89074604
1418623200,13.09631987,0,0,0,-10.5149909,1.70E-12,4.19E-13,23.61131077
1418626800,93.31678824,0,0,0,8.674030654,48.05,12.29390464,24.29885295
1418630400,131.7971178,0,0,0,-0.130334495,83.2250413,23.75,24.95241098
1418634000,161.2921856,0,0,0,6.033542689,96.1,33.58757211,25.57107082
1418637600,152.0188875,0,0,0,1.503672315,83.2250413,41.13620668,26.15396719
1418641200,134.5584906,0,0,0,13.92672894,48.05,45.88147675,26.70028488
1418644800,59.00149786,0,0,0,-15.70776195,-6.60E-13,47.5,27.20925981
1418648400,17.27353258,0,0,0,-8.238124291,-48.05,45.88147675,27.68018013
1418652000,-4.918652103,0,0,0,9.057795312,-83.2250413,41.13620668,28.11238721
1418655600,-61.29140173,0,0,0,-27.28425041,-96.1,33.58757211,28.50527658
1418659200,-27.93736503,0,0,0,2.679377541,-83.2250413,23.75,28.85829873
1418662800,-11.28768775,0,0,0,-4.702552346,-48.05,12.29390464,29.17095995
1418666400,20.50352183,0,0,0,-8.939301118,-3.76E-13,9.30E-14,29.44282295
1418670000,94.63157176,0,0,0,29.20196891,48.05,-12.29390464,29.67350749
1418673600,77.22287674,0,0,0,-12.11485551,83.2250413,-23.75,29.86269095
1418677200,88.07337904,0,0,0,-4.449157593,96.1,-33.58757211,30.01010874
1418680800,93.33699312,0,0,0,21.13260382,83.2250413,-41.13620668,30.11555467
1418684400,20.88176447,0,0,0,-11.46564007,48.05,-45.88147675,30.17888128
1418688000,-37.1460378,0,0,0,-19.8460378,1.41E-12,-47.5,30.2
1418691600,-46.83221925,0,0,0,16.92037621,-48.05,-45.88147675,30.17888128
1418695200,-99.14135172,0,0,0,-4.895658412,-83.2250413,-41.13620668,30.11555467
1418698800,-101.5913693,0,0,0,-1.913905921,-96.1,-33.58757211,30.01010874
1418702400,-64.24169507,0,0,0,12.87065528,-83.2250413,-23.75,29.86269095
1418706000,-18.63398511,0,0,0,12.03641204,-48.05,-12.29390464,29.67350749
1418709600,25.30332685,0,0,0,-4.139496093,-2.45E-12,-6.05E-13,29.44282295
1418713200,75.78632669,0,0,0,-13.7285379,48.05,12.29390464,29.17095995
1418716800,109.636518,0,0,0,-26.19682199,83.2250413,23.75,28.85829873
1418720400,144.5623519,0,0,0,-13.63049683,96.1,33.58757211,28.50527658
1418724000,144.966441,0,0,0,-7.507194171,83.2250413,41.13620668,28.11238721
1418727600,115.0269392,0,0,0,-6.58471766,48.05,45.88147675,27.68018013
1418731200,63.43096101,0,0,0,-11.2782988,3.48E-12,47.5,27.20925981
1418734800,20.88550365,0,0,0,-3.646257988,-48.05,45.88147675,26.70028488
1418738400,4.617638186,0,0,0,20.55250562,-83.2250413,41.13620668,26.15396719
1418742000,-50.22633355,0,0,0,-13.28497648,-96.1,33.58757211,25.57107082
1418745600,-52.58235563,0,0,0,-18.05972531,-83.2250413,23.75,24.95241098
1418749200,-7.665923646,0,0,0,3.791318763,-48.05,12.29390464,24.29885295
1418752800,46.27025606,0,0,0,22.65894529,-4.52E-12,1.12E-12,23.61131077
1418756400,58.61935282,0,0,0,-0.027488576,48.05,-12.29390464,22.89074604
1418760000,81.45639462,0,0,0,-0.156813217,83.2250413,-23.75,22.13816653
1418763600,94.39016134,0,0,0,10.52310865,96.1,-33.58757211,21.35462479
1418767200,47.66218639,0,0,0,-14.96786491,83.2250413,-41.13620668,20.54121668
1418770800,21.44690658,0,0,0,-0.420696488,48.05,-45.88147675,19.69907982
1418774400,-14.24977088,0,0,0,14.4208371,9.38E-14,-47.5,18.82939202
1418778000,-78.77728263,0,0,0,-2.779175485,-48.05,-45.88147675,17.9333696
1418781600,-104.7648151,0,0,0,2.584167089,-83.2250413,-41.13620668,17.01226575
1418785200,-115.5299362,0,0,0,-1.909732793,-96.1,-33.58757211,16.06736871
1418788800,-76.88035604,0,0,0,14.99468526,-83.2250413,-23.75,15.1
1418792400,-28.09946652,0,0,0,18.13292555,-48.05,-12.29390464,14.11151257
1418796000,15.82962773,0,0,0,2.726338812,-1.13E-12,-2.79E-13,13.10328892
1418799600,66.97948008,0,0,0,-5.441163697,48.05,12.29390464,12.07673913
1418803200,120.6809983,0,0,0,2.672658065,83.2250413,23.75,11.03329894
1418806800,130.1671951,0,0,0,-9.494804659,96.1,33.58757211,9.974427671
1418810400,123.9415631,0,0,0,-9.321291147,83.2250413,41.13620668,8.901606267
1418814000,97.19298413,0,0,0,-4.554827781,48.05,45.88147675,7.816335162
1418817600,56.78826821,0,0,0,2.568136006,2.17E-12,47.5,6.720132205
1418821200,13.73099297,0,0,0,10.28498568,-48.05,45.88147675,5.614530536
1418824800,-38.48884809,0,0,0,-0.901089907,-83.2250413,41.13620668,4.501076439
1418828400,-67.22615165,0,0,0,-8.095050932,-96.1,33.58757211,3.381327178
1418832000,-54.03350446,0,0,0,3.184688014,-83.2250413,23.75,2.256848826
1418835600,-15.87791259,0,0,0,18.7489687,-48.05,12.29390464,1.129214067
1418839200,-9.907838529,0,0,0,-9.907838529,2.26E-12,-5.59E-13,2.59E-14
1418842800,40.75100721,0,0,0,6.12412592,48.05,-12.29390464,-1.129214067
1418846400,37.20449958,0,0,0,-20.01369289,83.2250413,-23.75,-2.256848826
1418850000,60.64670439,0,0,0,1.515603673,96.1,-33.58757211,-3.381327178
1418853600,14.24204208,0,0,0,-23.34571611,83.2250413,-41.13620668,-4.501076439
1418857200,-16.86712958,0,0,0,-13.42112229,48.05,-45.88147675,-5.614530536
1418860800,-39.99448267,0,0,0,14.22564954,-1.22E-12,-47.5,-6.720132205
1418864400,-100.3527293,0,0,0,1.39508258,-48.05,-45.88147675,-7.816335162
1418868000,-132.9238061,0,0,0,0.339048197,-83.2250413,-41.13620668,-8.901606267
1418871600,-143.6301818,0,0,0,-3.968182004,-96.1,-33.58757211,-9.974427671
1418875200,-117.0262371,0,0,0,0.982103189,-83.2250413,-23.75,-11.03329894
1418878800,-98.85397251,0,0,0,-26.43332873,-48.05,-12.29390464,-12.07673913
1418882400,-14.04398161,0,0,0,-0.940692684,1.89E-13,4.67E-14,-13.10328892
1418886000,28.12824066,0,0,0,-18.10415141,48.05,12.29390464,-14.11151257
1418889600,101.9276339,0,0,0,10.05259258,83.2250413,23.75,-15.1
1418893200,90.3274448,0,0,0,-23.2927586,96.1,33.58757211,-16.06736871
1418896800,116.3823345,0,0,0,9.033352273,83.2250413,41.13620668,-17.01226575
1418900400,88.81324366,0,0,0,12.81513652,48.05,45.88147675,-17.9333696
1418904000,31.30149768,0,0,0,2.630889694,8.47E-13,47.5,-18.82939202
1418907600,-1.838607009,0,0,0,20.02899606,-48.05,45.88147675,-19.69907982
1418911200,-52.62827006,0,0,0,10.00178124,-83.2250413,41.13620668,-20.54121668
1418914800,-97.82052837,0,0,0,-13.95347569,-96.1,33.58757211,-21.35462479
1418918400,-62.78311866,0,0,0,18.83008917,-83.2250413,23.75,-22.13816653
1418922000,-86.04156156,0,0,0,-27.39472016,-48.05,12.29390464,-22.89074604
1418925600,-43.10092837,0,0,0,-19.4896176,-1.88E-12,4.65E-13,-23.61131077
1418929200,36.59331214,0,0,0,25.13606973,48.05,-12.29390464,-24.29885295
1418932800,33.49237538,0,0,0,-1.030254941,83.2250413,-23.75,-24.95241098
1418936400,44.3567361,0,0,0,7.41537902,96.1,-33.58757211,-25.57107082
1418940000,29.6530985,0,0,0,13.71823107,83.2250413,-41.13620668,-26.15396719
1418943600,-42.28786742,0,0,0,-17.75610579,48.05,-45.88147675,-26.70028488
1418947200,-98.44989112,0,0,0,-23.74063131,2.92E-12,-47.5,-27.20925981
1418950800,-116.868752,0,0,0,4.742904903,-48.05,-45.88147675,-27.68018013
1418954400,-146.5558654,0,0,0,5.917769836,-83.2250413,-41.13620668,-28.11238721
1418958000,-161.0938469,0,0,0,-2.900998241,-96.1,-33.58757211,-28.50527658
1418961600,-169.4966661,0,0,0,-33.6633261,-83.2250413,-23.75,-28.85829873
1418965200,-91.34562627,0,0,0,-1.830761671,-48.05,-12.29390464,-29.17095995
1418968800,-34.95815566,0,0,0,-5.515332709,-3.96E-12,-9.78E-13,-29.44282295
1418972400,9.399766315,0,0,0,-21.27063084,48.05,12.29390464,-29.67350749
1418976000,74.59039621,0,0,0,-2.521954138,83.2250413,23.75,-29.86269095
1418979600,94.99177046,0,0,0,-4.685692904,96.1,33.58757211,-30.01010874
1418983200,102.3231184,0,0,0,8.077425049,83.2250413,41.13620668,-30.11555467
1418986800,43.37768209,0,0,0,-20.37491337,48.05,45.88147675,-30.17888128
1418990400,25.10585597,0,0,0,7.805855973,-4.71E-13,47.5,-30.2
1418994000,-18.35591558,0,0,0,13.99148896,-48.05,45.88147675,-30.17888128
1418997600,-56.78709077,0,0,0,15.41729853,-83.2250413,41.13620668,-30.11555467
1419001200,-82.26511024,0,0,0,10.25742639,-96.1,33.58757211,-30.01010874
1419004800,-67.4201551,0,0,0,21.91757715,-83.2250413,23.75,-29.86269095
1419008400,-74.4263434,0,0,0,-8.996740552,-48.05,12.29390464,-29.67350749
1419012000,-40.32335464,0,0,0,-10.8805317,-5.65E-13,1.40E-13,-29.44282295
1419015600,1.185125352,0,0,0,-5.400010051,48.05,-12.29390464,-29.17095995
1419019200,37.38861508,0,0,0,6.771872511,83.2250413,-23.75,-28.85829873
1419022800,14.96173555,0,0,0,-19.04541577,96.1,-33.58757211,-28.50527658
1419026400,52.74552003,0,0,0,38.76907262,83.2250413,-41.13620668,-28.11238721
1419030000,-44.81145343,0,0,0,-19.29979655,48.05,-45.88147675,-27.68018013
1419033600,-77.62736001,0,0,0,-2.918100198,1.60E-12,-47.5,-27.20925981
1419037200,-112.815584,0,0,0,7.816177662,-48.05,-45.88147675,-26.70028488
1419040800,-167.5037608,0,0,0,-16.98854561,-83.2250413,-41.13620668,-26.15396719
1419044400,-163.2886874,0,0,0,-8.030044447,-96.1,-33.58757211,-25.57107082
1419048000,-138.179806,0,0,0,-6.252353684,-83.2250413,-23.75,-24.95241098
1419051600,-70.65841429,0,0,0,13.9843433,-48.05,-12.29390464,-24.29885295
1419055200,-21.33200157,0,0,0,2.279309196,-2.64E-12,-6.52E-13,-23.61131077
1419058800,34.89587625,0,0,0,-2.557282349,48.05,12.29390464,-22.89074604
1419062400,83.6937686,0,0,0,-1.143106177,83.2250413,23.75,-22.13816653
1419066000,115.7171145,0,0,0,7.384167204,96.1,33.58757211,-21.35462479
1419069600,80.7512223,0,0,0,-23.068809,83.2250413,41.13620668,-20.54121668
1419073200,84.91525487,0,0,0,10.68285795,48.05,45.88147675,-19.69907982
1419076800,38.8158006,0,0,0,10.14519262,-1.79E-12,47.5,-18.82939202
1419080400,-12.25863029,0,0,0,7.843262567,-48.05,45.88147675,-17.9333696
1419084000,-66.8951066,0,0,0,-7.794006226,-83.2250413,41.13620668,-17.01226575
1419087600,-108.6931257,0,0,0,-30.1133291,-96.1,33.58757211,-16.06736871
1419091200,-84.92310167,0,0,0,-10.34806036,-83.2250413,23.75,-15.1
1419094800,-73.17307415,0,0,0,-23.30546622,-48.05,12.29390464,-14.11151257
1419098400,-16.05484631,0,0,0,-2.951557389,-4.71E-12,1.16E-12,-13.10328892
